#NAME?,Target Muscle Group 
Double Kettlebell Seated Shrug,Back
Slider Clubbell Order Lateral Lunge,Legs
Slider Double Clubbell Order Lateral Lunge,Legs
Slider Single Arm Clubbell Order Contralateral Lateral Lunge,Legs
Slider Single Arm Clubbell Order Ipsilateral Lateral Lunge,Legs
Slider Macebell Order Lateral Lunge,Legs
Slider Single Arm Macebell Order Contralateral Lateral Lunge,Legs
Slider Single Arm Macebell Order Ipsilateral Lateral Lunge,Legs
Stability Ball Miniband Feet Elevated Glute Bridge,Legs
Stability Ball Frog Reverse Hyperextension,Legs
Stability Ball Bulgarian Split Squat,Legs
Double Dumbbell Suitcase Bulgarian Split Squat Jump,Legs
Slider Suspension Reverse Lunge,Legs
Slider Bulgarian Bag Back Rack Lateral Lunge,Legs
Slider Sandbag Front Rack Lateral Lunge,Legs
Slider Sandbag Back Rack Lateral Lunge,Legs
Miniband Ankle Monster Walk,Legs
Slider Landmine Goblet Lateral Lunge,Legs
Slider Landmine Low Hold Lateral Lunge,Legs
Slider Single Arm Kettlebell Front Rack Contralateral Lateral Lunge,Legs
Slider Single Arm Kettlebell Front Rack Ipsilateral Lateral Lunge,Legs
Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Lateral Lunge,Legs
Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Lateral Lunge,Legs
Slider Single Arm Kettlebell Overhead Contralateral Lateral Lunge,Legs
Slider Single Arm Kettlebell Overhead Ipsilateral Lateral Lunge,Legs
Slider Single Arm Kettlebell Bottoms Up Overhead Contralateral Lateral Lunge,Legs
Slider Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Lateral Lunge,Legs
Slider Single Arm Kettlebell Low Hold Contralateral Lateral Lunge,Legs
Slider Plate Overhead Lateral Lunge,Legs
Slider Plate Overhead Reverse Lunge,Legs
Barbell Reverse Grip Incline Push Up,Chest
Single Arm Dumbbell Shrug,Back
Single Arm Dumbbell Tall Kneeling Shrug,Back
Single Arm Dumbbell Seated Shrug,Back
Single Arm Kettlebell Shrug,Back
Double Dumbbell Hang Snatch,Legs
Single Arm Dumbbell Hang Snatch,Legs
Alternating Single Arm Dumbbell Hang Snatch,Legs
Miniband Kneeling Side Plank Clamshell,Legs
Miniband Thigh Side Plank Hip Abduction,Legs
Stability Ball Feet Elevated Russian Twist,Abdominals
Bodyweight Alternating Single Leg V Up,Abdominals
Battle Rope Alternating Lateral Lunge Alternating Wave,Legs
Single Arm Kettlebell Tall Kneeling Shrug,Back
Single Arm Kettlebell Seated Shrug,Back
Plate Hip Thrust,Legs
Double Dumbbell Incline Bench Prone Shrug,Back
Suspension Single Leg Foot Elevated Glute Bridge,Legs
Tire Single Leg Foot Elevated Glute Bridge,Legs
Double Kettlebell Incline Bench Prone Shrug,Back
Suspension Sissy Squat,Legs
Single Arm Dumbbell Incline Bench Prone Shrug,Back
Single Arm Kettlebell Incline Bench Prone Shrug,Back
Double Dumbbell Seesaw Bench Press,Chest
Bulgarian Bag Dead Squat Clean,Legs
Double Dumbbell Seesaw Incline Bench Press,Chest
Double Dumbbell Seesaw Decline Bench Press,Chest
Bodyweight Hand Assisted Pistol Squat,Legs
Double Kettlebell Suitcase Alternating Curtsy Lunge,Legs
Double Kettlebell Overhead Alternating Curtsy Lunge,Legs
Double Kettlebell Bottoms Up Front Rack Alternating Curtsy Lunge,Legs
Double Kettlebell Bottoms Up Overhead Alternating Curtsy Lunge,Legs
Single Arm Kettlebell Front Rack Alternating Curtsy Lunge,Legs
Single Arm Kettlebell Suitcase Alternating Curtsy Lunge,Legs
Single Arm Kettlebell Overhead Alternating Curtsy Lunge,Legs
Single Arm Kettlebell Bottoms Up Overhead Alternating Curtsy Lunge,Legs
Single Arm Kettlebell Bottoms Up Front Rack Alternating Curtsy Lunge,Legs
Double Dumbbell Front Rack Alternating Curtsy Lunge,Legs
Double Dumbbell Suitcase Alternating Curtsy Lunge,Legs
Double Dumbbell Overhead Alternating Curtsy Lunge,Legs
Single Arm Dumbbell Front Rack Alternating Curtsy Lunge,Legs
Single Arm Dumbbell Suitcase Alternating Curtsy Lunge,Legs
Single Arm Dumbbell Overhead Alternating Curtsy Lunge,Legs
Dumbbell Goblet Alternating Curtsy Lunge,Legs
Kettlebell Horn Grip Alternating Curtsy Lunge,Legs
Kettlebell Goblet Alternating Curtsy Lunge,Legs
Clubbell Order Alternating Curtsy Lunge,Legs
Double Clubbell Order Alternating Curtsy Lunge,Legs
Single Arm Clubbell Order Alternating Curtsy Lunge,Legs
Macebell Order Alternating Curtsy Lunge,Legs
Bodyweight Alternating Curtsy Lunge,Legs
Heavy Sandbag Bear Hug Alternating Curtsy Lunge,Legs
Heavy Sandbag Shoulder Alternating Curtsy Lunge,Legs
Plate Overhead Alternating Curtsy Lunge,Legs
Sandbag Front Rack Alternating Curtsy Lunge,Legs
Sandbag Back Rack Alternating Curtsy Lunge,Legs
Plate Hollow Body Hold,Abdominals
Double Dumbbell Seesaw Floor Press,Chest
Double Kettlebell Seesaw Bench Press,Chest
Double Kettlebell Seesaw Incline Bench Press,Chest
Double Kettlebell Tuck L Sit,Abdominals
Double Kettlebell Seesaw Decline Bench Press,Chest
Bodyweight Hollow Body Hold with Flutter Kicks,Abdominals
Double Kettlebell Seesaw Floor Press,Chest
Double Dumbbell Seesaw Overhead Press,Front Shoulder
Double Dumbbell Arnold Press,Front Shoulder
Alternating Double Dumbbell Arnold Press,Front Shoulder
Double Dumbbell Seated Arnold Press,Front Shoulder
Alternating Double Dumbbell Seated Arnold Press,Front Shoulder
Bodyweight Feet Elevated Frog Pump,Legs
Miniband Feet Elevated Frog Pump,Legs
Miniband Feet Elevated Glute Bridge,Legs
Bodyweight Reverse Plank,Abdominals
Wall Ball Toss,Legs
Wall Ball Feet Elevated Russian Twist Lateral Toss,Abdominals
Wall Ball Russian Twist Lateral Toss,Abdominals
Wall Ball Lateral Toss,Abdominals
Wall Ball Sit Up Toss,Abdominals
Double Kettlebell Suitcase Bulgarian Split Squat Jump,Legs
Double Dumbbell Tall Kneeling Arnold Press,Front Shoulder
Barbell Zercher Bulgarian Split Squat,Legs
Dumbbell Goblet Bulgarian Split Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Bulgarian Split Squat,Legs
Kettlebell Goblet Bulgarian Split Squat,Legs
Landmine Goblet Bulgarian Split Squat,Legs
Macebell Order Bulgarian Split Squat,Legs
Single Arm Macebell Order Contralateral Bulgarian Split Squat,Legs
Single Arm Macebell Order Ipsilateral Bulgarian Split Squat,Legs
Clubbell Order Bulgarian Split Squat,Legs
Plate Overhead Bulgarian Split Squat,Legs
Tire Bulgarian Split Squat,Legs
Tire Bulgarian Split Squat Jump,Legs
Double Dumbbell Front Rack Knee Over Toe Split Squat,Legs
Double Dumbbell Front Rack Foot Elevated Knee Over Toe Split Squat,Legs
Double Dumbbell Overhead Knee Over Toe Split Squat,Legs
Double Dumbbell Overhead Foot Elevated Knee Over Toe Split Squat,Legs
Double Dumbbell Suitcase Foot Elevated Knee Over Toe Split Squat,Legs
Single Arm Dumbbell Overhead Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Dumbbell Front Rack Contralateral Knee Over Toe Split Squat,Legs
Single Arm Dumbbell Front Rack Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Dumbbell Suitcase Contralateral Knee Over Toe Split Squat,Legs
Single Arm Dumbbell Suitcase Ipsilateral Knee Over Toe Split Squat,Legs
Dumbbell Goblet Knee Over Toe Split Squat,Legs
Dumbbell Goblet Foot Elevated Knee Over Toe Split Squat,Legs
Single Arm Dumbbell Suitcase Foot Elevated Contralateral Knee Over Toe Split Squat,Legs
Single Arm Dumbbell Suitcase Foot Elevated Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Dumbbell Overhead Foot Elevated Contralateral Knee Over Toe Split Squat,Legs
Single Arm Dumbbell Overhead Foot Elevated Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Dumbbell Front Rack Foot Elevated Contralateral Knee Over Toe Split Squat,Legs
Single Arm Dumbbell Front Rack Foot Elevated Ipsilateral Knee Over Toe Split Squat,Legs
Barbell Zercher Knee Over Toe Split Squat,Legs
Barbell Zercher Foot Elevated Knee Over Toe Split Squat,Legs
Barbell Back Rack Foot Elevated Knee Over Toe Split Squat,Legs
Barbell Front Rack Foot Elevated Knee Over Toe Split Squat,Legs
Barbell Overhead Foot Elevated Knee Over Toe Split Squat,Legs
Single Arm Barbell Overhead Foot Elevated Knee Over Toe Split Squat,Legs
Bulgarian Bag Back Rack Knee Over Toe Split Squat,Legs
Bulgarian Bag Back Rack Foot Elevated Knee Over Toe Split Squat,Legs
Plate Overhead Knee Over Toe Split Squat,Legs
Plate Overhead Foot Elevated Knee Over Toe Split Squat,Legs
Double Clubbell Order Knee Over Toe Split Squat,Legs
Double Clubbell Order Foot Elevated Knee Over Toe Split Squat,Legs
Clubbell Order Knee Over Toe Split Squat,Legs
Clubbell Order Foot Elevated Knee Over Toe Split Squat,Legs
Single Arm Clubbell Order Contralateral Knee Over Toe Split Squat,Legs
Single Arm Clubbell Order Foot Elevated Contralateral Knee Over Toe Split Squat,Legs
Single Arm Clubbell Order Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Clubbell Order Foot Elevated Ipsilateral Knee Over Toe Split Squat,Legs
Macebell Order Knee Over Toe Split Squat,Legs
Macebell Order Foot Elevated Knee Over Toe Split Squat,Legs
Single Arm Macebell Order Contralateral Knee Over Toe Split Squat,Legs
Single Arm Macebell Order Foot Elevated Contralateral Knee Over Toe Split Squat,Legs
Single Arm Macebell Order Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Macebell Order Foot Elevated Ipsilateral Knee Over Toe Split Squat,Legs
Sandbag Front Rack Knee Over Toe Split Squat,Legs
Sandbag Front Rack Foot Elevated Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Suitcase Foot Elevated Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Suitcase Ipsilateral Knee Over Toe Split Squat,Legs
Double Kettlebell Front Rack Foot Elevated Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Front Rack Foot Elevated Contralateral Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Front Rack Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Front Rack Foot Elevated Ipsilateral Knee Over Toe Split Squat,Legs
Double Kettlebell Bottoms Up Front Rack Knee Over Toe Split Squat,Legs
Double Kettlebell Bottoms Up Front Rack Foot Elevated Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Contralateral Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Foot Elevated Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Overhead Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Knee Over Toe Split Squat,Legs
Double Kettlebell Overhead Foot Elevated Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Overhead Foot Elevated Contralateral Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Contralateral Knee Over Toe Split Squat,Legs
Double Kettlebell Bottoms Up Overhead Foot Elevated Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Overhead Foot Elevated Ipsilateral Knee Over Toe Split Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Foot Elevated Ipsilateral Knee Over Toe Split Squat,Legs
Double Kettlebell Suitcase Foot Elevated Knee Over Toe Split Squat,Legs
Barbell Zercher Split Squat,Legs
Suspension Alternating Split Squat Jump,Legs
Single Arm Dumbbell Suitcase Contralateral Split Squat,Legs
Single Arm Dumbbell Suitcase Ipsilateral Split Squat,Legs
Double Dumbbell Front Rack Split Squat,Legs
Single Arm Dumbbell Front Rack Contralateral Split Squat,Legs
Single Arm Dumbbell Front Rack Ipsilateral Split Squat,Legs
Double Dumbbell Overhead Split Squat,Legs
Single Arm Dumbbell Overhead Contralateral Split Squat,Legs
Single Arm Dumbbell Overhead Ipsilateral Split Squat,Legs
Dumbbell Goblet Split Squat,Legs
Wall Ball Feet Elevated Russian Twist,Abdominals
Wall Ball Russian Twist,Abdominals
Bulgarian Bag Back Rack Split Squat,Legs
Double Clubbell Order Split Squat,Legs
Clubbell Order Split Squat,Legs
Single Arm Clubbell Order Contralateral Split Squat,Legs
Single Arm Clubbell Order Ipsilateral Split Squat,Legs
Macebell Order Split Squat,Legs
Single Arm Macebell Order Contralateral Split Squat,Legs
Single Arm Macebell Order Ipsilateral Split Squat,Legs
Plate Overhead Split Squat,Legs
Heavy Sandbag Bear Hug Split Squat,Legs
Heavy Sandbag Shoulder Contralateral Split Squat,Legs
Heavy Sandbag Shoulder Ipsilateral Split Squat,Legs
Sandbag Back Rack Split Squat,Legs
Sandbag Front Rack Split Squat,Legs
Alternating Double Dumbbell Tall Kneeling Arnold Press,Front Shoulder
Landmine Goblet Split Squat,Legs
Single Arm Landmine Front Rack Contralateral Split Squat,Legs
Single Arm Landmine Front Rack Ipsilateral Split Squat,Legs
Single Arm Landmine Suitcase Contralateral Split Squat,Legs
Double Kettlebell Gunslinger,Back
Single Arm Kettlebell Front Rack Ipsilateral Split Squat,Legs
Double Kettlebell Bottoms Up Front Rack Split Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Split Squat,Legs
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Split Squat,Legs
Double Kettlebell Overhead Split Squat,Legs
Single Arm Kettlebell Overhead Contralateral Split Squat,Legs
Single Arm Kettlebell Overhead Ipsilateral Split Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Contralateral Split Squat,Legs
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Split Squat,Legs
Double Kettlebell Suitcase Split Squat,Legs
Single Arm Kettlebell Suitcase Contralateral Split Squat,Legs
Single Arm Kettlebell Suitcase Ipsilateral Split Squat,Legs
Kettlebell Goblet Split Squat,Legs
Kettlebell Horn Grip March,Abdominals
Single Arm Dumbbell Front Raise,Front Shoulder
Single Arm Dumbbell Cross Body Hammer Curl,Biceps
Suspension Hamstring Curl,Legs
Suspension Single Leg Hamstring Curl,Legs
Superband Prone Hamstring Curl,Legs
Cable Prone Hamstring Curl,Legs
Superband Prone Bench Hamstring Curl,Legs
Single Arm Dumbbell Bicep Curl,Biceps
Single Arm Dumbbell Hammer Curl,Biceps
Ring Dips,Triceps
Bodyweight Single Arm Push Up,Chest
Bodyweight Aztec Push Up,Chest
Slider Barbell Front Rack Curtsy Lunge,Legs
Slider Double Kettlebell Front Rack Curtsy Lunge,Legs
Slider Suspension Curtsy Lunge,Legs
Slider Landmine Goblet Curtsy Lunge,Legs
Slider Barbell Overhead Curtsy Lunge,Legs
Slider Barbell Back Rack Curtsy Lunge,Legs
Slider Barbell Zercher Curtsy Lunge,Legs
Slider Bulgarian Bag Back Rack Curtsy Lunge,Legs
Slider Double Kettlebell Suitcase Curtsy Lunge,Legs
Slider Double Kettlebell Overhead Curtsy Lunge,Legs
Slider Double Kettlebell Bottoms Up Front Rack Curtsy Lunge,Legs
Slider Double Kettlebell Bottoms Up Overhead Curtsy Lunge,Legs
Slider Single Arm Kettlebell Front Rack Contralateral Curtsy Lunge,Legs
Slider Single Arm Kettlebell Suitcase Contralateral Curtsy Lunge,Legs
Slider Single Arm Kettlebell Overhead Contralateral Curtsy Lunge,Legs
Slider Single Arm Kettlebell Bottoms Up Overhead Contralateral Curtsy Lunge,Legs
Slider Single Arm Kettlebell Bottoms Up Front Rack Contralateral Curtsy Lunge,Legs
Slider Double Dumbbell Front Rack Curtsy Lunge,Legs
Slider Double Dumbbell Suitcase Curtsy Lunge,Legs
Slider Double Dumbbell Overhead Curtsy Lunge,Legs
Slider Single Arm Dumbbell Front Rack Contralateral Curtsy Lunge,Legs
Slider Single Arm Dumbbell Suitcase Contralateral Curtsy Lunge,Legs
Slider Single Arm Dumbbell Overhead Contralateral Curtsy Lunge,Legs
Slider Dumbbell Goblet Curtsy Lunge,Legs
Slider Kettlebell Horn Grip Curtsy Lunge,Legs
Slider Kettlebell Goblet Curtsy Lunge,Legs
Slider Clubbell Order Curtsy Lunge,Legs
Slider Double Clubbell Order Curtsy Lunge,Legs
Slider Single Arm Clubbell Order Contralateral Curtsy Lunge,Legs
Slider Macebell Order Curtsy Lunge,Legs
Slider Single Arm Macebell Order Contralateral Curtsy Lunge,Legs
Slider Curtsy Lunge,Legs
Slider Plate Overhead Curtsy Lunge,Legs
Slider Sandbag Front Rack Curtsy Lunge,Legs
Slider Sandbag Back Rack Curtsy Lunge,Legs
Slider Single Arm Kettlebell Front Rack Ipsilateral Curtsy Lunge,Legs
Slider Single Arm Kettlebell Suitcase Ipsilateral Curtsy Lunge,Legs
Slider Single Arm Kettlebell Overhead Ipsilateral Curtsy Lunge,Legs
Slider Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Curtsy Lunge,Legs
Slider Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Curtsy Lunge,Legs
Slider Single Arm Dumbbell Front Rack Ipsilateral Curtsy Lunge,Legs
Slider Single Arm Dumbbell Suitcase Ipsilateral Curtsy Lunge,Legs
Slider Single Arm Dumbbell Overhead Ipsilateral Curtsy Lunge,Legs
Slider Single Arm Clubbell Order Ipsilateral Curtsy Lunge,Legs
Slider Single Arm Macebell Order Ipsilateral Curtsy Lunge,Legs
Kettlebell Goblet Cyclist Squat,Legs
Kettlebell Goblet Knee Over Toe Split Squat,Legs
Kettlebell Goblet Foot Elevated Knee Over Toe Split Squat,Legs
Dumbbell Goblet Walking Lunge,Legs
Ring Maltese,Abdominals
Barbell Front Rack Curtsy Lunge,Legs
Double Kettlebell Front Rack Curtsy Lunge,Legs
Suspension Curtsy Lunge,Legs
Barbell Overhead Curtsy Lunge,Legs
Barbell Back Rack Curtsy Lunge,Legs
Barbell Zercher Curtsy Lunge,Legs
Double Kettlebell Suitcase Curtsy Lunge,Legs
Double Kettlebell Overhead Curtsy Lunge,Legs
Double Kettlebell Bottoms Up Front Rack Curtsy Lunge,Legs
Double Kettlebell Bottoms Up Overhead Curtsy Lunge,Legs
Single Arm Kettlebell Front Rack Contralateral Curtsy Lunge,Legs
Single Arm Kettlebell Suitcase Contralateral Curtsy Lunge,Legs
Single Arm Kettlebell Overhead Contralateral Curtsy Lunge,Legs
Single Arm Kettlebell Bottoms Up Overhead Contralateral Curtsy Lunge,Legs
Single Arm Kettlebell Bottoms Up Front Rack Contralateral Curtsy Lunge,Legs
Double Dumbbell Front Rack Curtsy Lunge,Legs
Double Dumbbell Suitcase Curtsy Lunge,Legs
Double Dumbbell Overhead Curtsy Lunge,Legs
Single Arm Dumbbell Front Rack Contralateral Curtsy Lunge,Legs
Single Arm Dumbbell Suitcase Contralateral Curtsy Lunge,Legs
Single Arm Dumbbell Overhead Contralateral Curtsy Lunge,Legs
Dumbbell Goblet Curtsy Lunge,Legs
Kettlebell Horn Grip Curtsy Lunge,Legs
Kettlebell Goblet Curtsy Lunge,Legs
Clubbell Order Curtsy Lunge,Legs
Double Clubbell Order Curtsy Lunge,Legs
Single Arm Clubbell Order Contralateral Curtsy Lunge,Legs
Macebell Order Curtsy Lunge,Legs
Bodyweight Curtsy Lunge,Legs
Plate Overhead Curtsy Lunge,Legs
Sandbag Front Rack Curtsy Lunge,Legs
Sandbag Back Rack Curtsy Lunge,Legs
Single Arm Kettlebell Front Rack Ipsilateral Curtsy Lunge,Legs
Single Arm Kettlebell Suitcase Ipsilateral Curtsy Lunge,Legs
Single Arm Kettlebell Overhead Ipsilateral Curtsy Lunge,Legs
Single Arm Kettlebell Bottoms Up Overhead Ipsilateral Curtsy Lunge,Legs
Single Arm Kettlebell Bottoms Up Front Rack Ipsilateral Curtsy Lunge,Legs
Single Arm Dumbbell Front Rack Ipsilateral Curtsy Lunge,Legs
Single Arm Dumbbell Suitcase Ipsilateral Curtsy Lunge,Legs
Single Arm Dumbbell Overhead Ipsilateral Curtsy Lunge,Legs
Single Arm Clubbell Order Ipsilateral Curtsy Lunge,Legs
Ring Archer Pull Up,Back
Barbell Single Leg Bent Knee Bicep Curl,Biceps
Bodyweight Freestanding Handstand ,Front Shoulder
Bodyweight Wall Eccentric Straddle Press Handstand,Front Shoulder
Kettlebell Horn Grip Carry,Abdominals
Kettlebell Goblet Carry,Abdominals
Dumbbell Goblet Carry,Abdominals
Single Arm Ring Feet Elevated Row,Back
Double Kettlebell Dead Snatch,Legs
Single Arm Kettlebell Dead Half Snatch,Legs
Alternating Single Arm Kettlebell Dead Half Snatch,Legs
Alternating Single Arm Kettlebell Start Stop Snatch,Legs
Single Arm Kettlebell Start Stop Snatch,Legs
Double Kettlebell Start Stop Snatch,Legs
Single Arm Kettlebell Start Stop Swing,Legs
Alternating Single Arm Kettlebell Start Stop Swing,Legs
Double Kettlebell Start Stop Swing,Legs
Ring L Sit Pull Up,Back
Suspension Skater Jump,Legs
Double Kettlebell Start Stop Clean,Legs
Single Arm Kettlebell Start Stop Clean,Legs
Alternating Single Arm Kettlebell Start Stop Clean,Legs
Clubbell Staggered Stance Rotational Swing,Abdominals
Clubbell Staggered Stance Rotational Clean,Abdominals
Clubbell Staggered Stance Rotational Clean to Forward Lunge,Legs
Ring Bulgarian Pull Up,Back
Ring Bulgarian L Sit Pull Up,Back
Single Arm Landmine Split Snatch,Front Shoulder
Double Dumbbell Hang Power Clean,Legs
Single Arm Barbell Bicep Curl,Biceps
Ring False Grip Pull Up,Back
Slider Kettlebell Goblet Lateral Lunge,Legs
Ring Feet Elevated Pike Push Up,Front Shoulder
Single Arm Landmine Split Clean,Legs
Double Dumbbell Squat Clean,Legs
Double Dumbbell Hang Squat Clean,Legs
Single Arm Landmine Split Jerk,Front Shoulder
Single Arm Kettlebell Ipsilateral Forward Lunge Snatch,Legs
Clubbell Hammer Swing,Abdominals
Single Arm Clubbell Hammer Swing,Abdominals
Double Clubbell Hammer Swing,Abdominals
Ring Tuck Back Lever with Alternating Single Leg Extensions,Abdominals
Ring Tuck Front Lever with Alternating Single Leg Extensions,Abdominals
Barbell Split Clean,Legs
Double Dumbbell Hang Split Clean,Legs
Ring Archer Push Up,Chest
Wall Ball Half Kneeling Lateral Toss,Abdominals
Wall Ball Split Squat Isometric Lateral Toss,Abdominals
Superband Assisted Bar Muscle Up,Back
Parallette Push Up to L Sit,Chest
Single Arm Barbell Bent Press,Front Shoulder
Single Arm Kettlebell Bottoms Up Sots Press,Front Shoulder
Double Kettlebell Bottoms Up Sots Press,Front Shoulder
Alternating Double Kettlebell Bottoms Up Sots Press,Front Shoulder
Double Kettlebell Bottoms Up Seesaw Sots Press,Front Shoulder
Single Arm Kettlebell Half Kneeling Half Snatch,Legs
Ring Alternating Reach Push Up,Chest
Double Kettlebell Outside Snatch,Legs
Single Arm Kettlebell Outside Half Snatch,Legs
Single Arm Kettlebell Outside Snatch,Legs
Ring L Sit Dips,Triceps
Double Kettlebell Bottoms Up Single Leg Standing Bent Knee Overhead Press,Front Shoulder
Single Arm Kettlebell Bottoms Up Single Leg Standing Bent Knee Contralateral Overhead Press,Front Shoulder
Single Ring Chin Up,Biceps
Single Arm Suspension Single Leg Standing Bent Knee Contralateral Low Row,Back
Single Arm Suspension Single Leg Standing Bent Knee Ipsilateral Low Row,Back
Single Arm Suspension Single Leg Standing Bent Knee Contralateral Bicep Curl,Biceps
Single Arm Suspension Single Leg Standing Bent Knee Ipsilateral Bicep Curl,Biceps
Ring L Sit Chin Up,Biceps
Single Ring L Sit Chin Up,Biceps
Single Arm Kettlebell Bottoms Up Single Leg Standing Bent Knee Ipsilateral Overhead Press,Front Shoulder
Ring Pelican Curl,Biceps
Ring Two Finger Chin Up,Biceps
Bodyweight Pseudo Planche Push Up,Chest
Parallette Pseudo Planche Push Up,Chest
Parallette Single Leg Close Grip Push Up,Triceps
Single Arm Macebell Single Leg Standing Bent Knee Contralateral 360,Rear Shoulder
Macebell Inside Circle to 360,Rear Shoulder
Single Arm Landmine Single Leg Standing Bent Knee Ipsilateral Shoulder Press,Front Shoulder
Single Arm Landmine Single Leg Standing Bent Knee Contralateral Shoulder Press,Front Shoulder
Alternating Single Arm Landmine Single Leg Standing Bent Knee Shoulder Press,Front Shoulder
Macebell Alternating 360 to Pivot Split Squat Uppercut,Rear Shoulder
Double Clubbell Single Leg Standing Bent Knee Side Shoulder Cast to Side Flag Press,Rear Shoulder
Macebell Alternating 360 to Front Flag Press,Front Shoulder
Double Indian Club Crescent Swing,Rear Shoulder
Single Arm Macebell Inside Circle to 360,Rear Shoulder
Bulgarian Bag Spin,Rear Shoulder
Bulgarian Bag Alternating Spin,Rear Shoulder
Double Kettlebell Feet Elevated Renegade Row,Back
Double Kettlebell Feet Elevated Renegade Row to Push Up,Back
Single Arm Kettlebell Snatch to Overhead Squat,Legs
Barbell Zercher Alternating Reverse Lunge,Legs
Barbell Zercher Alternating Forward Lunge,Legs
Barbell Zercher Walking Lunge,Legs
Barbell Zercher Alternating Lateral Lunge,Legs
Slider Barbell Zercher Lateral Lunge,Legs
Slider Barbell Zercher Reverse Lunge,Legs
Suspension Pelican Curl,Biceps
Bar Archer Pull Up,Back
Bar False Grip Pull Up,Back
Bar L Sit Chin Up,Biceps
Bar L Sit Pull Up,Back
Bar Tuck Back Lever with Alternating Single Leg Extensions,Abdominals
Bar Tuck Front Lever with Alternating Single Leg Extensions,Abdominals
Barbell Squat Clean to Push Press,Front Shoulder
Barbell Squat Clean to Overhead Press,Front Shoulder
Barbell Power Clean to Front Rack Squat,Legs
Barbell Hang Power Clean to Front Rack Squat,Legs
Barbell Hang Power Clean to Split Jerk,Front Shoulder
Barbell Hang Power Clean to Push Jerk,Front Shoulder
Barbell Hang Power Clean to Push Press,Front Shoulder
Barbell Hang Power Clean to Overhead Press,Front Shoulder
Barbell Hang Squat Clean to Split Jerk,Front Shoulder
Barbell Hang Squat Clean to Push Jerk,Front Shoulder
Barbell Hang Squat Clean to Push Press,Front Shoulder
Barbell Hang Squat Clean to Overhead Press,Front Shoulder
Double Kettlebell Clean to Front Rack Squat,Legs
Double Kettlebell Clean to Push Press,Front Shoulder
Double Kettlebell Clean to Front Rack Alternating Forward Lunge,Legs
Double Kettlebell Glute Bridge Isometric Bench Press,Chest
Slider Archer Push Up,Chest
Suspension Archer Push Up,Chest
Superband Chaos Push Up,Chest
Bodyweight Pivot Split Squat,Legs
Single Arm Kettlebell Clean to Thruster,Front Shoulder
Single Arm Kettlebell Clean to Push Press,Front Shoulder
Single Arm Kettlebell Clean to Push Jerk,Front Shoulder
Single Arm Kettlebell Clean to Front Rack Contralateral Forward Lunge,Legs
Single Arm Kettlebell Clean to Front Rack Squat,Legs
Landmine Pivot Split Squat,Legs
Double Kettlebell Overhead Pivot Split Squat,Legs
Single Arm Kettlebell Snatch to Overhead Ipsilateral Reverse Lunge,Legs
Single Arm Kettlebell Outside Snatch to Overhead Contralateral Reverse Lunge,Legs
Single Arm Kettlebell Outside Snatch to Overhead Ipsilateral Reverse Lunge,Legs
Double Kettlebell Outside Snatch to Overhead Alternating Reverse Lunge,Legs
Alternating Single Arm Kettlebell Outside Swing,Legs
Kettlebell Half Kneeling Swing,Legs
Heavy Sandbag Shoulder March,Abdominals
Heavy Sandbag Bear Hug March,Abdominals
Heavy Sandbag Bear Hug Roll,Abdominals
Heavy Sandbag Alternating Hang Shoulder Clean,Legs
Heavy Sandbag Hang Shoulder Clean,Legs
